"Colors","CMC","Name","Rarity","Type","Card Kingdom","TCGPlayer","Face to Face","Cardmarket","Cardhoarder","Salt","Decks","Inclusion","Potential Decks"
"W,U,B,R,G","8","Conflux","rare","Sorcery","2.99","2.28","2.92","1.37","0.02","0.47619047619047616","14812","14812","539948"
"G","4","Scapeshift","mythic","Sorcery","64.99","52.2","58.56","30.64","0.09","1.2857142857142854","103336","103336","3772297"
"U,B","3","Ashiok, Dream Render","uncommon","Planeswalker","2.49","1.8","2.92","1.15","0.03","0.9578414839797643","55706","55706","2034408"
"R","5","Kiki-Jiki, Mirror Breaker","mythic","Creature","16.99","11.54","14.63","6.35","0.03","1.2530779753761976","111348","111348","4068867"
"R,G,W","5","Pantlaza, Sun-Favored","mythic","Creature","0.99","0.96","1.09","2.24","0.33","0.8370786516853933","26320","26320","962220"
"R","2","Goblin Engineer","rare","Creature","9.49","8.77","9.51","3.34","0.03","0.44891640866873067","110964","110964","4068867"
"B,R","7","Bloodsoaked Insight","uncommon","Sorcery","0.69","0.34","0.72","0.25","0.03","0.16949152542372883","49239","49239","1806730"
"G,W","2","Farmer Cotton","rare","Creature","2.49","1.4","2.92","2.29","2","0.20000000000000007","47280","47280","1735178"
"G,W","3","March of the Multitudes","mythic","Instant","1.99","1","2.19","0.87","0.02","0.1896551724137931","47242","47242","1735178"
"B","3","Soul Shatter","rare","Instant","6.49","4","5.85","3.97","0.02","0.47632311977715885","112840","112840","4146014"
"U","4","Sakashima of a Thousand Faces","mythic","Creature","34.99","32.99","40.26","12.39","5.65","0.9020833333333332","109520","109520","4028755"
"R","2","Agate Instigator","rare","Creature","6.49","5.7","6.58","5.92","5.76","0.28395061728395066","100060","100060","3681229"
"G,U","6","Prime Speaker Zegana","rare","Creature","0.69","0.25","0.55","0.21","0.02","0.25806451612903214","49549","49549","1824186"
"B","3","Marauding Blight-Priest","common","Creature","0.35","0.25","0.36","0.12","0.03","0.334302325581395","112517","112517","4146014"
"R","3","Flare of Duplication","rare","Instant","2.99","1.99","3.65","1.24","0.02","0.5670103092783503","104494","104494","3858125"
"U","4","The Water Crystal","rare","Artifact","4.49","3.15","4.39","1.99","0.02","0.6122448979591835","61212","61212","2260940"
"R,G,W","3","Baylen, the Haymaker","rare","Creature","1.99","0.77","2.19","0.56","0.02","0.9186991869918701","23551","23551","870214"
"G","4","World Shaper","rare","Creature","8.49","5.94","8.78","3.55","0.02","0.3972222222222221","102040","102040","3772297"
"W","3","Secret Rendezvous","uncommon","Sorcery","0.69","0.32","0.72","0.23","0.03","0.21764705882352942","102725","102725","3798857"
"U","6","Harmonized Crescendo","rare","Instant","1.29","0.78","0.72","0.67","0.05","0","19722","19722","729642"
"R,W,B","4","Olivia, Opulent Outlaw","mythic","Creature","3.49","3.85","3.65","2.89","undefined","0.18571428571428572","24651","24651","913612"
"G","4","Elven Chorus","rare","Enchantment","5.99","4.15","5.85","2.37","0.02","0.42257217847769035","101704","101704","3772297"
"B","8","Archon of Cruelty","mythic","Creature","7.99","5.31","7.31","6.09","4.62","1.0426829268292683","111710","111710","4146014"
"U","5","Lórien Revealed","common","Sorcery","5.49","3.08","4.39","2.91","2.47","0.2149837133550489","108525","108525","4028755"
"","2","Liquimetal Torque","uncommon","Artifact","3.99","4","3.65","1.86","0.03","0.35294117647058826","219433","219433","8148845"
"","0","Walking Ballista","rare","Creature","11.99","7.99","12.44","6.92","0.95","1.2472527472527484","219195","219195","8148845"
"B,R","4","Mogis, God of Slaughter","mythic","Creature","5.49","4.49","4.39","3.26","0.15","0.5176470588235296","51127","51127","1902006"
"","4","Maskwood Nexus","rare","Artifact","1.49","1.26","1.46","0.82","0.02","0.36536312849161984","219044","219044","8148845"
"G","6","Bane of Progress","rare","Creature","0.79","0.42","0.72","0.38","2.14","0.8202898550724634","101160","101160","3772297"
"U","3","Dreamtide Whale","rare","Creature","5.99","3.91","5.85","4.13","0.02","0.36097560975609755","101921","101921","3801460"
"W,B","5","Thalisse, Reverent Medium","uncommon","Creature","0.39","0.25","0.36","0.22","0.22","0.2912621359223301","49690","49690","1853973"
"W,B","6","Merciless Eviction","rare","Sorcery","0.99","0.75","1.09","0.31","0.02","0.6666666666666667","49677","49677","1853973"
"B,R","7","Kaervek the Merciless","rare","Creature","0.59","0.39","0.72","0.25","0.02","0.6052631578947365","50922","50922","1902006"
"G","4","Case of the Locked Hothouse","rare","Enchantment","5.49","3.5","5.85","2.08","0.02","0.25433526011560703","100955","100955","3772297"
"R,W","2","Rip Apart","uncommon","Sorcery","0.79","0.35","0.72","0.18","0.03","0.0913978494623656","50803","50803","1898441"
"U","3","Glasspool Mimic","rare","Creature","9.49","5.53","9.51","5.26","0.14","0.21428571428571433","107668","107668","4028755"
"U","3","Uthros Research Craft","rare","Artifact","2.99","1.55","2.92","2.36","6.22","0.2815533980582526","52140","52140","1951280"
"G","3","Chomping Changeling","uncommon","Creature","0.69","0.42","0.72","0.41","0.02","0","19062","19062","713638"
"W","5","Sigil of the Empty Throne","rare","Enchantment","0.79","0.4","0.72","0.49","0.02","0.38842975206611546","101411","101411","3798857"
"U,B,R","4","Saruman, the White Hand","mythic","Creature","0.99","0.74","1.09","0.65","1.97","0.3008130081300814","25963","25963","972915"
"G","4","Triumph of the Hordes","uncommon","Sorcery","24.99","21.43","24.88","12.66","0.03","1.5170603674540681","100593","100593","3772297"
"G,U","3","Bred for the Hunt","uncommon","Enchantment","0.35","0.25","0.36","0.25","0.03","0.14364640883977908","48603","48603","1824186"
"G","8","Terastodon","rare","Creature","0.49","0.34","0.55","0.21","0.02","0.6453488372093028","100467","100467","3772297"
"G","2","Gaea's Gift","common","Instant","2.49","1.21","2.19","0.99","0.03","0.1408045977011494","100378","100378","3772297"
"W","1","Secure the Wastes","rare","Instant","2.49","1.22","1.82","1.07","0.02","0.14473684210526327","100930","100930","3798857"
"R,W","4","Blade Historian","rare","Creature","6.49","4.97","5.85","4.46","0.02","0.30409356725146197","50420","50420","1898441"
"W","3","Rootborn Defenses","common","Instant","0.49","0.25","0.36","0.13","0.01","0.16619718309859155","100868","100868","3798857"
"G,U","5","Imoti, Celebrant of Bounty","uncommon","Creature","0.39","0.25","0.36","0.1","0.04","0.5113636363636362","48368","48368","1824186"
"B,R,G","4","Soul of Windgrace","mythic","Creature","0.99","0.28","1.09","0.29","0.02","0.3157894736842105","21318","21318","804010"
"W","4","Luminous Broodmoth","mythic","Creature","1.49","0.76","1.82","1.07","0.02","0.5755813953488373","100555","100555","3798857"
"B,G,U","4","The Master, Transcendent","mythic","Creature","0.99","0.56","1.09","1.19","1.34","0.6666666666666666","24258","24258","917804"
"W,B","5","Carmen, Cruel Skymarcher","mythic","Creature","0.99","0.7","1.09","2.33","0.02","0.3224043715846994","48995","48995","1853973"
"B","2","Nightscape Familiar","common","Creature","0.79","0.47","0.72","0.24","0.02","0.1589595375722543","109408","109408","4146014"
"R,G","3","Fires of Yavimaya","uncommon","Enchantment","0.99","0.6","0.72","0.36","0.01","0.17297297297297293","47197","47197","1788871"
"G","5","Asceticism","rare","Enchantment","9.99","7.92","9.51","5.16","0.02","0.613372093023256","99383","99383","3772297"
"B","2","Bloodghast","rare","Creature","2.79","2","2.19","1.14","0.02","0.273809523809524","109179","109179","4146014"
"G","3","Traveling Chocobo","mythic","Creature","22.99","18.98","24.15","22.24","0.41","0.8190954773869348","56647","56647","2152036"
"G,U,R","2","Rattleclaw Mystic","rare","Creature","0.99","0.83","1.09","0.46","0.02","0.36","23456","23456","891889"
"R","5","Neheb, the Eternal","mythic","Creature","7.49","6.99","7.31","3.49","0.02","0.4901960784313725","106978","106978","4068867"
"W","2","Martial Coup","rare","Sorcery","0.49","0.3","0.36","0.19","0.02","0.24324324324324334","99748","99748","3798857"
"R,W","4","Bruenor Battlehammer","uncommon","Creature","0.99","0.61","0.72","0.43","0.03","0.17934782608695668","49835","49835","1898441"
"U,B","6","Sire of Stagnation","mythic","Creature","1.29","1.45","1.46","1","0.02","0.7850162866449514","53399","53399","2034408"
"W,B","2","Priest of Fell Rites","rare","Creature","0.49","0.25","0.36","0.24","0.02","0.15686274509803924","48656","48656","1853973"
"R","2","Iron Myr","common","Creature","0.99","0.9","1.09","0.39","0.03","0.10951008645533146","106718","106718","4068867"
"W,B","3","Etchings of the Chosen","uncommon","Enchantment","0.69","0.35","0.55","0.29","0.03","0.15789473684210525","48617","48617","1853973"
"B,R","3","Fire Covenant","uncommon","Instant","0.69","0.4","0.55","0.92","0.24","0.3925233644859813","49819","49819","1902006"
"B,R,G","4","Hearthhull, the Worldseed","mythic","Artifact","0.99","0.56","1.09","1.31","undefined","0.46153846153846156","11009","11009","420830"
"W","5","Mantle of the Ancients","rare","Enchantment","2.49","2.38","2.56","0.97","2.43","0.3442136498516319","99328","99328","3798857"
"W,U,B,R,G","5","Sliver Queen","rare","Creature","279.99","328.17","347.74","165.25","0.02","0.98","14087","14087","539948"
"W","3","Forge Anew","rare","Enchantment","5.99","4.99","5.85","2.54","0.02","0.3846153846153844","98983","98983","3798857"
"U,B","3","Voracious Tome-Skimmer","uncommon","Creature","0.35","0.28","0.36","0.18","0.02","0","10014","10014","384480"
"W,U","4","Brago, King Eternal","rare","Creature","3.49","2.54","3.29","1.59","0.02","0.9805555555555551","48426","48426","1860951"
"R","1","Expedite","common","Instant","0.39","0.31","0.36","0.24","0.03","0.08938547486033516","105846","105846","4068867"
"R,W","5","Alibou, Ancient Witness","mythic","Creature","0.99","0.37","1.09","0.43","1.29","0.3263157894736842","49312","49312","1898441"
"W","8","Moonshaker Cavalry","mythic","Creature","19.99","12.5","18.3","8.24","0.02","0.7900207900207903","98590","98590","3798857"
"W","5","Damning Verdict","rare","Sorcery","5.99","3.99","6.58","3.7","3.4","0.5290697674418608","98358","98358","3798857"
"G","5","Acidic Slime","rare","Creature","0.35","0.25","0.21","0.04","0.03","0.2954545454545456","97659","97659","3772297"
"W,U,B,R,G","7","Unite the Coalition","rare","Instant","1.29","0.76","1.46","0.5","0.45","0.5625","13960","13960","539948"
"","5","Conjurer's Closet","rare","Artifact","5.49","2.99","5.12","1.63","0.02","0.42746113989637297","210676","210676","8148845"
"R","3","Light Up the Stage","uncommon","Sorcery","0.39","0.28","0.36","0.14","0.03","0.13043478260869576","105137","105137","4068867"
"U","3","Amphibian Downpour","rare","Enchantment","2.99","1.75","3.65","1.58","0.02","0.7897435897435896","98370","98370","3808312"
"","2","Pearl Medallion","rare","Artifact","7.49","5.02","8.05","2.88","0.02","0.23493975903614453","210451","210451","8148845"
"G","3","Farhaven Elf","common","Creature","0.35","0.25","0.36","0.02","0.03","0.15740740740740752","97320","97320","3772297"
"W","10","Organic Extinction","rare","Sorcery","0.79","0.33","0.72","0.3","1.3","0.436950146627566","97988","97988","3798857"
"R,G","3","Red XIII, Proud Warrior","rare","Creature","0.49","0.46","0.55","0.52","2.49","0.4700000000000001","26666","26666","1033839"
"U,B,R","5","Kefka, Court Mage","mythic","Creature","5.99","4.72","5.85","5.96","0.02","1.223214285714286","15064","15064","584088"
"G","2","Regrowth","uncommon","Sorcery","0.79","0.5","0.55","0.02","0.01","0.14102564102564116","97272","97272","3772297"
"W","4","Return to Dust","uncommon","Instant","0.35","0.2","0.21","0.07","0.03","0.23796033994334287","97859","97859","3798857"
"G","4","Defense of the Heart","rare","Enchantment","19.99","21","19.76","13.62","0.62","1.2959999999999998","97142","97142","3772297"
"G,U","4","Master Biomancer","mythic","Creature","0.79","0.85","1.09","0.5","0.02","0.2215909090909091","46918","46918","1824186"
"U","4","Thassa, Deep-Dwelling","mythic","Creature","34.99","30.39","36.6","16.83","0.02","0.5000000000000002","103590","103590","4028755"
"R,W,B","4","Inevitable Defeat","rare","Instant","0.69","0.43","0.55","0.21","0.02","0.2222222222222222","17017","17017","662241"
"R","1","Strike It Rich","uncommon","Sorcery","0.79","1.31","2.56","0.51","0.03","0.11420612813370473","104412","104412","4068867"
"W,U,B,R,G","10","Progenitus","mythic","Creature","1.49","1.19","1.46","1.02","0.02","0.38271604938271586","13855","13855","539948"
"G","1","Essence Warden","common","Creature","4.49","3.3","5.12","1.2","0.18","0.27586206896551707","96767","96767","3772297"
"G","3","Marwyn, the Nurturer","rare","Creature","6.99","5.17","6.58","2.56","0.02","0.545454545454545","96568","96568","3772297"
"G,U","2","Double Major","rare","Instant","3.99","1.99","3.65","1.24","0.02","0.4434782608695652","46680","46680","1824186"
"U","3","Mirrormade","rare","Enchantment","2.49","1.26","2.56","1.15","0.02","0.2749244712990934","103014","103014","4028755"
"W","2","Cathar Commando","common","Creature","0.35","0.25","0.36","0.09","0.03","0.16101694915254247","97091","97091","3798857"
"B","7","Butcher of Malakir","rare","Creature","0.69","0.45","0.72","0.29","0.02","0.9961612284069093","105910","105910","4146014"
"R,W","3","The Jolly Balloon Man","rare","Creature","1.29","0.64","1.09","0.24","0.02","0.3924731182795699","42011","42011","1645772"
"B,G","4","Deathsprout","uncommon","Instant","0.49","0.39","0.55","0.26","0.03","0.2809917355371901","44167","44167","1730512"
"B,G,U","5","Felix Five-Boots","mythic","Creature","4.49","3.38","4.39","1.99","2.65","0.20588235294117646","22953","22953","899816"
"R","3","Molten Gatekeeper","common","Creature","0.79","0.28","0.72","0.19","0.03","0.19191919191919196","97787","97787","3835087"
"B,R","4","Prosper, Tome-Bound","mythic","Creature","17.99","15","18.3","10.47","5.14","0.8202054794520551","48495","48495","1902006"
"U","3","Flux Channeler","uncommon","Creature","3.49","2.77","3.65","1.62","0.03","0.3382789317507417","102716","102716","4028755"
"U,B","2","Time Sieve","rare","Artifact","10.99","7.78","10.24","4.83","0.02","1.68360655737705","51867","51867","2034408"
"B","2","Sheoldred's Edict","uncommon","Instant","2.79","1.25","2.56","1.52","0.03","0.46355685131195334","105661","105661","4146014"
"W,B","3","Lurrus of the Dream-Den","rare","Creature","3.99","1.82","3.29","1.12","0.02","0.7828571428571428","47242","47242","1853973"
"U","6","Shark Typhoon","rare","Enchantment","1.99","0.81","1.82","0.97","0.1","0.35014005602240894","102536","102536","4028755"
"W","3","Monologue Tax","rare","Enchantment","6.99","4.88","5.85","5.29","0.65","0.5386740331491712","96675","96675","3798857"
"G","5","Summon: Titan","rare","Creature","2.79","1.45","2.56","1.36","0.02","0.4522292993630575","53398","53398","2098798"
"G","6","The Legend of Kyoshi","mythic","Enchantment","8.99","8.63","9.51","5.14","0.02","0","29142","29142","1146287"
"U,B","7","Toxrill, the Corrosive","mythic","Creature","20.99","15.53","21.96","15.66","0.02","2.1939501779359465","51709","51709","2034408"
"G","1","Bushwhack","common","Sorcery","0.39","0.23","0.36","0.11","0.03","0.07396449704142011","95840","95840","3772297"
"","4","Hedron Archive","uncommon","Artifact","0.49","0.25","0.55","0.15","0.03","0","206856","206856","8148845"
"W,U","5","Katara, Water Tribe's Hope","rare","Creature","0.49","0.5","0.55","0.27","0.02","0","21042","21042","829038"
"W","2","Heliod's Intervention","rare","Instant","3.99","2.91","4.39","1.57","0.02","0.3781250000000001","96315","96315","3798857"
"G","6","Lumra, Bellow of the Woods","mythic","Creature","34.99","28.92","36.6","24.65","0.24","0.7119565217391307","95611","95611","3772297"
"W","1","Weathered Wayfarer","rare","Creature","2.99","2.23","2.92","1","0.02","0.23809523809523808","96281","96281","3798857"
"W,B","2","Legion Lieutenant","uncommon","Creature","0.35","0.36","0.36","0.55","0.03","0.10606060606060608","46983","46983","1853973"
"W","7","Sephara, Sky's Blade","rare","Creature","5.99","3.75","5.12","1.04","0.02","0.45799457994579945","96257","96257","3798857"
"B","5","Junji, the Midnight Sky","mythic","Creature","0.99","0.49","1.09","0.57","0.02","0.40476190476190477","105044","105044","4146014"
"U","1","Enter the Enigma","common","Sorcery","0.79","0.25","0.72","0.15","0.03","0.20134228187919467","87526","87526","3456380"
